dataset,fold,rep,beta,gamma,delta,fitness,spearman_corr,spearman_p,accuracy,precision,recall,f1
students_dropout,1,1,0.25,0.25,0.01,0.2957862804747791,-0.43901589325397333,5.215965916475626e-95,0.7540687160940326,0.6932205209121598,0.6495545715814975,0.6575295107704727
students_dropout,1,2,0.25,0.25,0.01,0.28635401165956503,-0.10281612770403192,4.077016885567804e-06,0.7631103074141049,0.7095063927187414,0.6631206614377894,0.6754988488411923
students_dropout,1,3,0.25,0.25,0.01,0.2985863400631082,-0.31746637723564425,4.5467510536902914e-48,0.7540687160940326,0.6936611020458557,0.6460624712040461,0.6539264425548975
students_dropout,2,1,0.25,0.25,0.01,0.2825892359236133,-0.1886229263679324,1.7900385291036294e-17,0.7468354430379747,0.6888324770319061,0.6563016588522819,0.6594257488530973
students_dropout,2,2,0.25,0.25,0.01,0.26933967347611976,-0.05441148768448915,0.014947964450140305,0.7585895117540687,0.7146113866478611,0.6710436399299328,0.6800551232163426
students_dropout,2,3,0.25,0.25,0.01,0.28528718403637576,-0.227843404717175,5.775519077221534e-25,0.7540687160940326,0.7065582239076074,0.6719995909248245,0.6805177760471528
students_dropout,3,1,0.25,0.25,0.01,0.27960341015698364,-0.5333880251970678,1.8938246466931944e-147,0.744122965641953,0.6735934705218373,0.6504845071690584,0.655999934991812
students_dropout,3,2,0.25,0.25,0.01,0.29458248499876094,-0.4229369337100375,1.314750727098643e-87,0.7622061482820977,0.7053982227073242,0.6715078321793073,0.679944863314217
students_dropout,3,3,0.25,0.25,0.01,0.2787705141638382,-0.174470628117657,3.902295040721323e-15,0.759493670886076,0.7008845778310796,0.6718503196664599,0.6800481883050691
students_dropout,4,1,0.25,0.25,0.01,0.2885438203455557,-0.36701294527849604,8.23779089992043e-65,0.7576853526220615,0.6886561063297624,0.6559585859660318,0.6606453194425422
students_dropout,4,2,0.25,0.25,0.01,0.28649605479793794,-0.33974350906328105,3.209186786372909e-55,0.7414104882459313,0.6648673992673994,0.6422509932242939,0.6446535666990219
students_dropout,4,3,0.25,0.25,0.01,0.29044778368431656,-0.42287392078563557,1.4030320056969537e-87,0.7513562386980108,0.6842375830433407,0.6504154404377784,0.6566881827859458
students_dropout,1,1,0.25,0.25,0.05,0.28165048796776776,-0.5296392398070393,4.899278999135782e-145,0.7522603978300181,0.692195371162437,0.6530341208458529,0.6616674512988333
students_dropout,1,2,0.25,0.25,0.05,0.27730297570233814,-0.13595281929409864,1.0308653102225583e-09,0.7540687160940326,0.6923231457381488,0.6553620721266837,0.664292572154245
students_dropout,1,3,0.25,0.25,0.05,0.28228293318815534,-0.44075320060358264,7.823546751841988e-96,0.7540687160940326,0.6895548819882049,0.6615586393874673,0.6698743102585957
students_dropout,2,1,0.25,0.25,0.05,0.2741681170919853,0.2531301328173046,1.3031614380653497e-30,0.7613019891500904,0.7142407875046763,0.6752520007971721,0.682920508613774
students_dropout,2,2,0.25,0.25,0.05,0.27596362634137966,-0.1664937651231819,6.704476210668673e-14,0.7513562386980108,0.6949766857419473,0.6639436944732895,0.669635743666356
students_dropout,2,3,0.25,0.25,0.05,0.27650891277825124,-0.27960760246645916,3.0465055737036954e-37,0.77124773960217,0.7452109948850082,0.6813827527612574,0.692123128759294
students_dropout,3,1,0.25,0.25,0.05,0.28287327947241636,-0.20167952949551218,8.431602072159537e-20,0.7667269439421338,0.7214609624596088,0.6755898913759024,0.6876159799300656
students_dropout,3,2,0.25,0.25,0.05,0.2877773113856326,-0.3340926717737374,2.3834312599678083e-53,0.7576853526220615,0.6988550090126245,0.6572043635896585,0.6655353473234654
students_dropout,3,3,0.25,0.25,0.05,0.2774200321100618,-0.13979072245978824,3.416927548237244e-10,0.7667269439421338,0.7152884453310661,0.6738943262197532,0.6849286815682237
students_dropout,4,1,0.25,0.25,0.05,0.28148570071628903,-0.09315385892819551,3.0135779533637736e-05,0.7658227848101266,0.7046666179888771,0.6725884446605647,0.6801687690599235
students_dropout,4,2,0.25,0.25,0.05,0.2806038991955057,-0.15668174647919228,1.8386958516877573e-12,0.7513562386980108,0.6892321605858719,0.6578905823932949,0.6640729254514556
students_dropout,4,3,0.25,0.25,0.05,0.27290842859852316,-0.4148668347778588,4.841186604937292e-84,0.7386980108499096,0.6664869771534624,0.6434949507229052,0.6492425147307697
students_dropout,1,1,0.25,0.5,0.01,0.41854926851971797,-0.738577380144345,0.0,0.7251356238698011,0.6626746506986029,0.6227456519688596,0.6298328612897034
students_dropout,1,2,0.25,0.5,0.01,0.4139101946500672,-0.5977357286580831,4.820369936405168e-194,0.7350813743218807,0.6673148329107536,0.6303326085888324,0.6360544109943386
